0.0		    -5.263	
1.0		    -4.108	
2.0		    -3.172	
3.0		    -2.589	
4.0		    -2.111	
5.0		    -1.788	
6.0		    -1.84	
7.0		    -1.958	
8.0		    -2.579	
9.0		    -3.233	
10.0		-4.019	
11.0		-5.062	
12.0		-5.957	
13.0		-6.42	
14.0		-6.798	
15.0		-7.01	
16.0		-7.295	
17.0		-7.727	
18.0		-7.963	
19.0		-8.088	
20.0		-8.137	
21.0		-8.114	
22.0		-7.841	
23.0		-7.723	
24.0		-7.588	
25.0		-7.535	
26.0		-7.459	
27.0		-7.217	
28.0		-7.19	
29.0		-7.186	
30.0		-7.398	
31.0		-7.664	
32.0		-7.786	
33.0		-7.66	
34.0		-7.496	
35.0		-7.021	
36.0		-6.656	
37.0		-6.258	
38.0		-6.074	
39.0		-6.35	
40.0		-6.79	
41.0		-7.099	
42.0		-7.352	
43.0		-7.614	
44.0		-7.591	
45.0		-7.287	
46.0		-7.259	
47.0		-7.413	
48.0		-7.482	
49.0		-7.165	
50.0		-6.977	
51.0		-6.959	
52.0		-7.295	
53.0		-7.762	
54.0		-8.031	
55.0		-8.115	
56.0		-7.939	
57.0		-7.5	
58.0		-7.134	
59.0		-7.001	
60.0		-6.798	
61.0		-6.593	
62.0		-6.26	
63.0		-5.745	
64.0		-4.849	
65.0		-4.143	
66.0		-3.404	
67.0		-2.852	
68.0		-2.407	
69.0		-1.632	
70.0		-0.846	
71.0		-0.301	
72.0		-0.044	
73.0		-0.587	
74.0		-1.527	
75.0		-2.455	
76.0		-3.181	
77.0		-3.912	
78.0		-4.72	
79.0		-5.47	
80.0		-6.091	
81.0		-6.301	
82.0		-6.248	
83.0		-5.865	
84.0		-5.746	
85.0		-6.216	
86.0		-6.787	
87.0		-7.112	
88.0		-7.088	
89.0		-6.626	
90.0		-6.048	
91.0		-5.743	
92.0		-5.529	
93.0		-5.263	
94.0		-4.703	
95.0		-3.594	
96.0		-2.632	
97.0		-2.197	
98.0		-1.768	
99.0		-1.232	
100.0		-0.863	
101.0		-0.769	
102.0		-0.827	
103.0		-0.632	
104.0		-0.368	
105.0		-0.283	
106.0		-0.017	
107.0		0.318	
108.0		0.764	
109.0		1.103	
110.0		1.465	
111.0		1.675	
112.0		1.077	
113.0		0.242	
114.0		-0.335	
115.0		-0.477	
116.0		-0.567	
117.0		-0.421	
118.0		0.08	
119.0		0.426	
120.0		0.672	
121.0		0.7	
122.0		0.669	
123.0		0.68	
124.0		0.438	
125.0		-0.078	
126.0		-0.541	
127.0		-0.643	
128.0		-0.563	
129.0		-0.305	
130.0		0.292	
131.0		1.073	
132.0		1.504	
133.0		1.954	
134.0		2.73	
135.0		3.253	
136.0		3.505	
137.0		3.466	
138.0		3.087	
139.0		2.558	
140.0		1.91	
141.0		1.64	
142.0		1.448	
143.0		0.981	
144.0		0.454	
145.0		0.261	
146.0		0.397	
147.0		0.602	
148.0		0.68	
149.0		0.593	
150.0		0.537	
151.0		0.565	
152.0		1.075	
153.0		1.583	
154.0		1.958	
155.0		2.254	
156.0		2.867	
157.0		3.529	
158.0		3.775	
159.0		3.868	
160.0		4.13	
161.0		4.52	
162.0		4.605	
163.0		4.461	
164.0		4.04	
165.0		3.397	
166.0		2.987	
167.0		2.948	
168.0		2.9	
169.0		2.712	
170.0		2.54	
171.0		2.22	
172.0		1.921	
173.0		2.019	
174.0		2.226	
175.0		2.119	
176.0		1.681	
177.0		1.308	
178.0		1.509	
179.0		1.927	
180.0		2.552	
181.0		2.773	
182.0		2.987	
183.0		3.393	
184.0		3.746	
185.0		3.772	
186.0		3.912	
187.0		3.907	
188.0		3.318	
189.0		2.904	
190.0		2.996	
191.0		3.51	
192.0		3.676	
193.0		3.915	
194.0		4.278	
195.0		4.28	
196.0		4.103	
197.0		4.082	
198.0		4.06	
199.0		4.311	
200.0		4.348	
201.0		4.256	
202.0		4.186	
203.0		4.256	
204.0		4.178	
205.0		4.053	
206.0		4.121	
207.0		4.125	
208.0		4.125	
209.0		4.317	
210.0		4.805	
211.0		5.285	
212.0		5.883	
213.0		5.979	
214.0		6.079	
215.0		6.38	
216.0		6.735	
217.0		6.807	
218.0		7.223	
219.0		7.239	
220.0		6.623	
221.0		5.905	
222.0		5.187	
223.0		4.494	
224.0		3.81	
225.0		3.225	
226.0		2.938	
227.0		2.909	
228.0		3.441	
229.0		4.535	
230.0		5.551	
231.0		5.979	
232.0		6.175	
233.0		6.319	
234.0		6.349	
235.0		6.726	
236.0		7.173	
237.0		7.801	
238.0		8.317	
239.0		8.543	
240.0		9.323	
241.0		10.477	
242.0		11.421	
243.0		11.458	
244.0		10.937	
245.0		10.005	
246.0		8.599	
247.0		7.258	
248.0		6.524	
249.0		6.034	
250.0		5.791	
251.0		5.669	
252.0		5.542	
253.0		5.503	
254.0		5.46	
255.0		5.322	
256.0		5.066	
257.0		4.485	
258.0		3.938	
259.0		3.68	
260.0		3.659	
261.0		3.824	
262.0		3.844	
263.0		3.685	
264.0		3.384	
265.0		3.284	
266.0		2.97	
267.0		2.326	
268.0		1.951	
269.0		1.933	
270.0		2.268	
271.0		2.933	
272.0		3.565	
273.0		3.683	
274.0		3.847	
275.0		3.975	
276.0		3.99	
277.0		4.58	
278.0		5.29	
279.0		5.791	
280.0		5.96	
281.0		5.904	
282.0		6.045	
283.0		6.362	
284.0		6.729	
285.0		7.291	
286.0		7.714	
287.0		7.847	
288.0		7.884	
289.0		7.47	
290.0		7.012	
291.0		6.882	
292.0		6.733	
293.0		6.585	
294.0		6.463	
295.0		6.633	
296.0		6.868	
297.0		7.481	
298.0		8.111	
299.0		8.594	
300.0		8.609	
301.0		8.238	
302.0		8.149	
303.0		8.202	
304.0		7.954	
305.0		7.694	
306.0		7.348	
307.0		7.573	
308.0		7.884	
309.0		8.124	
310.0		8.124	
311.0		7.644	
312.0		7.086	
313.0		6.697	
314.0		6.521	
315.0		6.332	
316.0		5.948	
317.0		5.643	
318.0		5.27	
319.0		4.892	
320.0		4.341	
321.0		4.21	
322.0		4.415	
323.0		4.851	
324.0		5.026	
325.0		4.611	
326.0		4.121	
327.0		3.894	
328.0		3.545	
329.0		3.354	
330.0		3.484	
331.0		3.807	
332.0		4.194	
333.0		4.832	
334.0		5.069	
335.0		4.832	
336.0		4.702	
337.0		4.563	
338.0		4.16	
339.0		3.775	
340.0		3.593	
341.0		3.623	
342.0		3.628	
343.0		3.755	
344.0		4.168	
345.0		4.68	
346.0		5.385	
347.0		5.88	
348.0		6.129	
349.0		6.36	
350.0		6.602	
351.0		7.097	
352.0		7.313	
353.0		7.293	
354.0		7.309	
355.0		7.455	
356.0		7.67	
357.0		7.461	
358.0		6.851	
359.0		5.992	
360.0		5.176	
361.0		4.403	
362.0		3.88	
363.0		3.092	
364.0		2.42	
365.0		2.059	
366.0		1.886	
367.0		1.851	
368.0		2.132	
369.0		2.455	
370.0		2.629	
371.0		2.595	
372.0		2.74	
373.0		2.715	
374.0		2.407	
375.0		2.263	
376.0		2.043	
377.0		2.09	
378.0		2.333	
379.0		2.752	
380.0		3.334	
381.0		3.748	
382.0		4.069	
383.0		4.202	
384.0		4.172	
385.0		4.014	
386.0		3.997	
387.0		4.021	
388.0		4.317	
389.0		4.473	
390.0		4.696	
391.0		5.297	
392.0		6.07	
393.0		6.253	
394.0		6.166	
395.0		6.327	
396.0		6.705	
397.0		6.832	
398.0		6.868	
399.0		6.676	
400.0		6.399	
401.0		6.118	
402.0		6.119	
403.0		6.083	
404.0		6.131	
405.0		6.192	
406.0		6.61	
407.0		7.348	
408.0		7.518	
409.0		7.411	
410.0		7.197	
411.0		7.017	
412.0		6.864	
413.0		6.925	
414.0		7.138	
415.0		7.354	
416.0		7.33	
417.0		7.167	
418.0		6.975	
419.0		6.99	
420.0		6.803	
421.0		6.706	
422.0		6.929	
423.0		7.44	
424.0		7.967	
425.0		8.388	
426.0		8.824	
427.0		9.384	
428.0		9.692	
429.0		9.565	
430.0		9.469	
431.0		9.541	
432.0		9.585	
433.0		9.284	
434.0		9.127	
435.0		9.075	
436.0		9.09	
437.0		9.175	
438.0		9.323	
439.0		9.485	
440.0		9.711	
441.0		10.055	
442.0		10.296	
443.0		10.291	
444.0		10.284	
445.0		10.304	
446.0		9.781	
447.0		8.686	
448.0		7.551	
449.0		6.667	
450.0		6.088	
451.0		5.416	
452.0		4.816	
453.0		4.417	
454.0		3.889	
455.0		3.423	
456.0		2.917	
457.0		2.662	
458.0		2.514	
459.0		2.786	
460.0		3.07	
461.0		3.508	
462.0		4.051	
463.0		4.694	
464.0		5.29	
465.0		5.933	
466.0		6.554	
467.0		6.92	
468.0		7.287	
469.0		7.784	
